conversion_id,click_id,timestamp,revenue,status,campaign_id
131,227,2026-01-31 01:37:16.091114,2.37,approved,6
132,884,2026-01-29 10:41:16.091115,47.18,approved,1
133,1911,2026-02-06 21:10:16.091117,10.19,approved,46
134,5387,2026-02-11 21:46:16.091118,8.38,approved,34
135,768,2026-01-07 07:18:16.091120,27.84,approved,21
136,837,2026-01-26 14:36:16.091121,2.85,approved,21
137,6832,2026-01-04 13:02:16.091122,41.97,approved,44
138,7157,2025-12-27 05:02:16.091124,43.87,approved,49
139,6840,2026-01-01 00:13:16.091125,20.19,approved,27
140,8203,2026-01-11 17:05:16.091126,48.59,approved,23
141,9980,2026-02-03 00:56:16.091128,16.55,approved,36
142,8911,2026-01-15 12:28:16.091129,13.38,approved,36
143,3733,2025-12-18 23:31:16.091131,49.49,approved,32
144,2084,2026-01-15 11:11:16.091132,12.89,rejected,39
145,5744,2026-02-05 20:34:16.091134,22.49,approved,45
146,6616,2026-01-13 23:09:16.091135,30.79,approved,17
147,8838,2026-01-22 15:25:16.091137,16.47,rejected,14
148,5789,2026-01-28 00:37:16.091138,19.52,approved,22
149,8145,2026-02-10 13:43:16.091139,36.18,rejected,17
150,1317,2026-01-04 21:17:16.091142,36.29,approved,29
151,8955,2026-01-31 03:11:16.091143,40.28,approved,48
152,3743,2026-01-23 15:53:16.091145,29.89,approved,48
153,6770,2026-02-01 06:20:16.091146,12.06,approved,38
154,2256,2026-01-13 22:31:16.091147,16.99,rejected,26
155,7665,2026-02-07 07:58:16.091149,45.08,approved,31
156,6418,2026-02-10 15:08:16.091150,36.82,rejected,34
157,8944,2026-01-29 07:03:16.091152,4.86,approved,27
158,2607,2026-02-14 12:37:16.091153,37.8,approved,17
159,8627,2026-01-08 07:57:16.091155,16.87,approved,23
160,2292,2026-01-14 06:47:16.091156,1.65,approved,34
161,6122,2025-12-26 00:49:16.091157,24.44,approved,18
162,9402,2026-02-20 20:57:16.091159,44.23,approved,21
163,4201,2025-12-29 11:11:16.091160,22.5,approved,20
164,3501,2026-02-18 07:03:16.091162,49.45,approved,32
165,4124,2026-02-09 08:14:16.091163,9.31,approved,12
166,5754,2026-01-06 19:45:16.091164,17.87,approved,4
167,4970,2026-01-21 03:23:16.091166,1.32,approved,9
168,8516,2026-01-17 08:34:16.091167,2.99,rejected,11
169,9082,2026-01-05 15:38:16.091168,18.04,approved,49
170,4196,2026-02-05 10:59:16.091170,26.66,approved,30
171,7694,2026-02-14 00:24:16.091171,12.24,approved,45
172,3988,2026-01-16 02:34:16.091173,8.74,approved,26
173,7652,2026-02-14 05:53:16.091174,21.32,approved,32
174,5237,2026-02-20 04:45:16.091177,8.95,approved,28
175,3719,2026-02-19 03:05:16.091178,31.73,approved,40
176,8677,2025-12-25 05:01:16.091180,47.79,approved,37
177,2644,2026-01-13 20:23:16.091181,40.42,approved,42
178,3731,2025-12-25 07:42:16.091182,11.15,rejected,47
179,6119,2026-01-11 07:54:16.091184,47.58,approved,41
180,277,2026-01-17 08:28:16.091185,37.68,approved,16
181,2483,2026-02-13 00:33:16.091187,8.17,approved,48
182,6975,2026-01-12 09:30:16.091188,29.18,approved,8
183,1101,2026-02-19 10:37:16.091189,48.34,approved,3
184,2258,2026-01-30 02:59:16.091191,5.29,approved,3
185,1798,2026-01-08 20:50:16.091192,13.91,rejected,10
186,9553,2025-12-29 22:25:16.091194,19.02,approved,12
187,9808,2026-01-20 07:48:16.091195,6.22,approved,15
188,6622,2025-12-26 12:14:16.091196,15.31,approved,47
189,8796,2026-01-19 22:24:16.091198,34.77,approved,27
190,3801,2026-01-03 04:31:16.091199,24.12,approved,46
191,7306,2026-01-17 08:24:16.091201,21.34,approved,11
192,2105,2026-02-18 07:14:16.091202,21.88,approved,6
193,8804,2026-01-18 11:20:16.091203,38.1,rejected,12
194,9783,2026-01-16 04:13:16.091205,49.57,rejected,18
195,5828,2026-01-04 01:33:16.091207,29.64,approved,25
196,8713,2026-01-25 03:37:16.091208,37.7,approved,34
197,3522,2025-12-31 21:53:16.091210,18.94,rejected,26
198,6393,2026-01-24 21:50:16.091211,43.1,approved,24
199,5380,2026-02-23 09:13:16.091212,21.31,approved,16
200,508,2025-12-18 17:25:16.091214,46.79,approved,36
201,9995,2026-02-10 03:17:16.091216,37.3,approved,36
202,3294,2026-01-27 12:35:16.091219,35.52,approved,21
203,7324,2026-01-21 13:51:16.091221,14.86,rejected,30
204,9262,2025-12-26 08:51:16.091222,39.91,approved,49
205,1655,2026-01-08 03:52:16.091224,5.71,approved,20
206,6868,2026-01-30 19:08:16.091225,27.13,approved,42
207,6949,2026-02-06 11:37:16.091227,36.9,approved,19
208,3423,2026-01-04 21:09:16.091228,44.24,approved,11
209,7059,2026-02-17 08:03:16.091230,28.7,rejected,14
210,6736,2026-01-01 18:10:16.091231,13.29,approved,36
211,6876,2026-02-03 08:24:16.091232,42.52,rejected,16
212,1697,2026-01-04 08:48:16.091234,38.52,approved,3
213,3945,2026-01-27 07:58:16.091235,8.1,approved,22
214,8023,2026-01-25 04:08:16.091237,43.68,approved,43
215,4256,2026-02-16 07:19:16.091238,48.01,approved,5
216,3277,2026-01-18 20:23:16.091239,27.12,approved,2
217,5558,2025-12-22 06:16:16.091241,2.4,approved,12
218,9064,2026-01-28 01:27:16.091242,45.82,approved,45
219,843,2025-12-17 14:52:16.091244,6.58,approved,2
220,5602,2025-12-26 21:32:16.091245,31.84,approved,37
221,8301,2026-01-12 21:32:16.091246,20.34,approved,19
222,1220,2026-01-10 01:04:16.091248,49.61,approved,24
223,6309,2026-01-02 03:22:16.091253,45.9,approved,5
224,2012,2026-02-04 05:02:16.091255,39.33,rejected,26
225,442,2026-01-23 07:26:16.091257,10.36,approved,28
226,4546,2025-12-24 21:41:16.091260,35.11,approved,35
227,3464,2026-02-20 08:27:16.091262,28.82,approved,19
228,3291,2026-02-03 20:28:16.091264,7.2,approved,31
229,5876,2026-01-07 20:50:16.091267,39.84,approved,19
230,2946,2026-02-13 20:29:16.091269,4.78,approved,43
231,5983,2026-02-21 22:12:16.091271,24.34,approved,44
232,1749,2025-12-29 02:03:16.091274,21.61,approved,19
233,8787,2026-01-15 17:53:16.091276,40.41,approved,20
234,8464,2025-12-29 22:51:16.091280,21.66,approved,42
235,9928,2026-01-04 09:23:16.091282,34.87,approved,17
236,3281,2026-02-07 15:05:16.091285,24.17,approved,12
237,4346,2026-01-03 04:57:16.091287,29.31,approved,35
238,5932,2025-12-28 17:18:16.091289,12.43,approved,26
239,906,2026-01-19 07:00:16.091292,10.52,approved,8
240,4282,2026-01-27 07:29:16.091294,35.64,approved,40
241,2635,2026-02-17 10:42:16.091297,6.56,approved,25
242,6184,2025-12-29 20:33:16.091299,9.21,approved,25
243,1019,2026-01-26 13:19:16.091301,47.08,approved,45
244,6808,2026-02-01 09:15:16.091304,13.04,approved,22
245,9892,2025-12-25 17:35:16.091306,16.5,approved,13
246,4084,2026-01-22 16:41:16.091308,31.84,approved,42
247,2904,2026-01-16 23:48:16.091311,22.3,approved,15
248,8115,2026-01-29 14:12:16.091312,28.17,approved,23
249,5844,2026-01-27 14:00:16.091314,7.66,approved,28
250,2770,2026-01-20 18:28:16.091315,33.78,approved,48
251,2687,2026-02-06 04:36:16.091317,8.25,approved,13
252,536,2026-02-19 00:34:16.091318,37.51,approved,32
253,6515,2026-01-18 06:27:16.091319,26.42,approved,11
254,2406,2026-01-26 01:43:16.091321,40.9,approved,44
255,597,2026-02-01 22:01:16.091323,9.05,approved,14
256,495,2025-12-18 13:53:16.091324,19.19,approved,35
257,3199,2025-12-25 18:22:16.091326,42.42,approved,47
258,9297,2026-02-22 22:34:16.091327,40.04,approved,43
259,3435,2026-02-03 22:02:16.091329,48.3,approved,35
260,1666,2026-01-22 09:11:16.091330,11.49,approved,40
261,2045,2026-01-06 07:47:16.091332,27.18,approved,23
262,192,2026-01-11 01:39:16.091333,1.39,approved,40
263,8526,2025-12-20 22:00:16.091334,48.28,approved,13
264,1507,2026-02-02 02:33:16.091336,9.17,approved,6
265,2375,2025-12-31 05:42:16.091337,45.28,approved,29
266,808,2026-01-18 10:32:16.091339,34.08,approved,42
267,6188,2026-01-09 12:14:16.091340,46.87,approved,15
268,3760,2026-01-11 04:12:16.091342,12.79,approved,5
269,6553,2025-12-19 14:34:16.091343,17.59,approved,33
270,7257,2026-01-05 07:50:16.091345,8.64,approved,40
271,1439,2026-01-30 08:34:16.091346,21.41,approved,2
272,7881,2026-02-05 22:51:16.091348,47.4,approved,33
273,1633,2026-01-16 22:23:16.091349,28.77,approved,25
274,7924,2025-12-29 15:04:16.091351,21.1,rejected,27
275,7145,2026-02-15 06:15:16.091352,16.58,approved,48
276,799,2026-02-01 17:15:16.091354,29.45,rejected,25
277,6257,2026-01-26 16:28:16.091355,36.3,approved,5
278,9090,2025-12-23 12:44:16.091357,20.64,approved,43
279,6923,2026-01-06 13:41:16.091358,11.93,approved,40
280,5677,2025-12-24 13:12:16.091360,29.46,approved,4
281,1455,2026-01-28 02:19:16.091361,18.6,approved,14
282,8615,2025-12-24 10:01:16.091362,49.72,approved,17
283,9590,2026-02-08 05:05:16.091364,22.33,approved,41
284,4095,2026-02-09 03:47:16.091365,22.01,approved,27
285,4418,2026-01-13 05:21:16.091367,42.05,approved,36
286,7203,2026-01-07 20:14:16.091368,12.93,approved,34
287,3687,2026-01-26 05:22:16.091370,3.77,approved,10
288,1917,2026-02-21 03:38:16.091371,42.76,approved,22
289,142,2026-01-22 20:34:16.091372,29.66,approved,41
290,7973,2025-12-16 15:33:16.091374,13.38,rejected,22
291,9876,2026-02-03 16:52:16.091376,17.47,rejected,28
292,4809,2026-02-07 20:48:16.091377,21.57,approved,48
293,9843,2026-02-07 06:36:16.091378,34.18,approved,20
294,5689,2025-12-31 01:27:16.091380,23.68,approved,49
295,3397,2026-01-25 02:38:16.091381,20.09,approved,2
296,9489,2026-02-21 16:25:16.091382,39.13,approved,23
297,6610,2026-02-12 06:33:16.091384,4.06,approved,34
298,3028,2025-12-17 01:21:16.091385,32.8,approved,48
299,3663,2026-01-28 08:16:16.091387,22.72,approved,16
300,2632,2026-02-12 16:51:16.091388,17.08,approved,28
301,2827,2026-01-04 14:28:16.091389,46.41,approved,14
302,9956,2025-12-20 05:46:16.091391,39.01,approved,1
303,4502,2026-02-10 09:37:16.091392,11.35,approved,41
304,817,2025-12-25 21:25:16.091394,32.79,approved,15
305,2583,2026-02-16 21:52:16.091395,41.2,approved,15
306,4448,2026-01-05 14:46:16.091397,49.47,approved,25
307,4255,2026-01-07 09:53:16.091398,35.07,rejected,43
308,4241,2026-02-15 03:14:16.091399,34.69,approved,5
309,6230,2026-01-10 19:34:16.091401,30.86,approved,8
310,1956,2026-01-24 22:53:16.091404,2.48,approved,22
311,6571,2025-12-26 17:45:16.091405,29.46,approved,39
312,8991,2026-02-08 01:43:16.091407,40.35,approved,38
313,832,2026-01-18 15:54:16.091408,20.07,approved,39
314,3311,2026-02-17 10:14:16.091410,29.56,approved,46
315,4521,2026-02-10 07:35:16.091411,46.36,approved,43
316,4517,2026-02-20 17:29:16.091412,9.02,approved,14
317,6541,2025-12-25 08:02:16.091414,14.38,approved,19
318,7118,2025-12-29 22:55:16.091415,5.96,rejected,26
319,6872,2025-12-27 17:10:16.091417,25.26,approved,38
320,9897,2025-12-23 16:29:16.091418,42.06,rejected,33
321,9137,2025-12-27 11:18:16.091419,22.04,rejected,46
322,1126,2025-12-29 07:36:16.091421,3.96,approved,12
323,3708,2026-01-25 15:48:16.091422,13.55,approved,29
324,6462,2026-02-13 14:13:16.091424,44.54,rejected,12
325,8959,2026-01-10 11:27:16.091425,28.1,approved,29
326,5631,2026-02-06 18:28:16.091427,45.75,approved,41
327,4436,2026-02-18 00:24:16.091428,41.8,approved,41
328,352,2026-01-28 02:41:16.091430,21.01,approved,46
329,5489,2026-01-27 05:09:16.091431,31.86,approved,20
330,938,2025-12-26 14:42:16.091432,33.39,approved,34
331,8127,2026-01-05 15:15:16.091434,37.47,approved,46
332,8010,2026-01-11 00:56:16.091435,16.98,approved,30
333,8148,2026-01-18 10:17:16.091437,14.8,approved,29
334,6948,2026-01-20 00:33:16.091438,34.39,approved,39
335,7656,2026-01-21 01:10:16.091440,41.03,approved,47
336,5176,2026-01-06 13:36:16.091441,21.01,approved,40
337,1427,2026-02-05 10:59:16.091442,16.39,approved,2
338,244,2026-02-10 04:05:16.091444,41.36,approved,26
339,8420,2025-12-20 06:04:16.091445,34.5,approved,1
340,2187,2026-01-01 14:11:16.091447,17.51,approved,28
341,4954,2026-01-09 10:45:16.091448,26.72,approved,8
342,2977,2025-12-16 23:17:16.091449,48.06,approved,31
343,4559,2025-12-21 07:43:16.091451,37.62,approved,39
344,9219,2026-01-14 09:13:16.091452,11.47,rejected,19
345,8192,2026-02-08 03:57:16.091454,15.1,rejected,13
346,2670,2026-01-13 19:53:16.091455,13.63,approved,16
347,2494,2026-02-19 04:30:16.091457,42.49,approved,23
348,4069,2026-01-24 07:02:16.091458,32.25,approved,11
349,6360,2026-01-29 18:14:16.091459,47.03,approved,24
350,8718,2026-02-14 13:01:16.091461,5.0,approved,10
351,6920,2026-01-04 15:12:16.091462,3.07,approved,5
352,3850,2026-01-20 10:19:16.091464,33.97,approved,12
353,5190,2026-02-07 12:12:16.091465,13.7,approved,36
354,1826,2026-02-13 15:59:16.091469,34.12,approved,26
355,3324,2025-12-21 00:09:16.091470,36.31,approved,28
356,3997,2026-01-27 09:45:16.091471,15.57,approved,16
357,9204,2026-01-29 06:33:16.091473,47.66,approved,2
358,5935,2025-12-16 18:13:16.091474,38.85,approved,26
359,3718,2026-01-22 14:02:16.091476,18.68,approved,4
360,7215,2026-01-03 02:13:16.091477,20.9,approved,29
361,2021,2026-01-23 06:04:16.091479,35.94,approved,16
362,8465,2026-01-20 18:20:16.091480,15.55,approved,22
363,2569,2026-01-08 02:51:16.091482,15.12,approved,43
364,6258,2026-01-13 06:55:16.091483,31.43,approved,6
365,3592,2026-02-09 03:03:16.091485,7.17,approved,28
366,3758,2025-12-20 04:10:16.091486,49.67,approved,11
367,5994,2026-01-25 03:32:16.091488,14.72,approved,42
368,5707,2026-02-22 01:37:16.091489,19.44,approved,47
369,2657,2026-01-08 01:37:16.091491,11.6,rejected,21
370,5476,2025-12-24 02:15:16.091492,32.35,approved,26
371,1034,2026-01-24 20:29:16.091493,3.49,approved,39
372,4377,2026-02-01 21:35:16.091495,46.43,approved,47
373,9417,2026-01-28 22:06:16.091496,15.55,approved,22
374,8100,2026-02-02 07:08:16.091498,46.41,approved,30
375,5012,2026-02-18 18:26:16.091499,13.05,approved,30
376,8903,2026-01-28 23:45:16.091501,25.93,approved,33
377,4981,2026-01-06 16:36:16.091502,34.91,approved,40
378,9330,2025-12-17 22:57:16.091504,30.83,rejected,30
379,1076,2026-02-21 03:37:16.091505,25.87,approved,37
380,3688,2026-02-03 13:00:16.091507,39.53,rejected,30
381,6345,2026-01-25 07:12:16.091508,23.79,approved,26
382,6144,2026-01-03 04:51:16.091509,16.99,approved,6
383,7637,2026-02-15 23:13:16.091511,36.07,approved,4
384,9445,2025-12-16 08:47:16.091512,46.89,approved,15
385,199,2026-01-22 21:54:16.091513,30.27,approved,36
386,9459,2026-02-09 03:16:16.091515,14.35,approved,3
387,5461,2026-01-13 04:12:16.091516,38.26,approved,16
388,3363,2025-12-24 18:06:16.091518,38.22,approved,16
389,7982,2026-01-28 08:28:16.091519,13.71,approved,40
390,5446,2026-01-01 11:22:16.091521,19.54,approved,27
391,7433,2026-01-18 11:16:16.091522,7.48,approved,6
392,1298,2026-01-20 07:25:16.091523,4.44,approved,21
393,6162,2025-12-21 19:14:16.091525,40.46,approved,13
394,5153,2026-01-25 04:46:16.091526,18.94,approved,9
395,8714,2026-01-06 21:46:16.091528,14.42,approved,41
396,9200,2026-02-13 00:56:16.091529,13.18,approved,43
397,8142,2025-12-21 14:18:16.091530,4.2,approved,8
398,9837,2026-01-18 21:54:16.091532,49.25,rejected,28
399,9730,2026-01-21 16:56:16.091534,18.67,approved,45
400,6256,2026-02-01 05:05:16.091535,8.63,rejected,19
401,2849,2025-12-24 04:25:16.091536,43.27,approved,29
402,538,2026-01-28 12:57:16.091540,36.29,rejected,31
403,3978,2026-02-21 04:59:16.091542,33.3,approved,33
404,7852,2026-01-27 04:47:16.091543,15.21,approved,49
405,5804,2026-01-20 08:22:16.091544,21.07,approved,6
406,8163,2026-01-28 01:07:16.091546,42.13,approved,44
407,1863,2026-02-06 07:42:16.091547,32.17,approved,4
408,6520,2026-02-14 17:45:16.091548,17.61,approved,16
409,1396,2026-02-16 01:12:16.091550,5.91,approved,3
410,9035,2026-01-22 22:59:16.091551,45.06,approved,25
411,6711,2025-12-29 11:24:16.091553,47.8,approved,17
412,8150,2026-01-27 19:35:16.091554,36.08,approved,22
413,7332,2026-02-16 11:47:16.091556,34.72,approved,18
414,8311,2025-12-17 17:25:16.091557,27.12,approved,32
415,6187,2026-02-16 20:13:16.091559,48.59,approved,18
416,3359,2026-02-15 22:21:16.091560,34.86,approved,26
417,7647,2026-01-06 02:48:16.091561,4.3,approved,25
418,6203,2026-01-12 15:52:16.091563,5.04,approved,28
419,219,2025-12-17 11:02:16.091564,48.2,approved,40
420,7804,2025-12-27 01:37:16.091566,47.19,approved,23
421,4116,2026-01-20 01:18:16.091567,28.11,approved,8
422,7934,2025-12-30 07:25:16.091569,11.1,approved,13
423,903,2026-01-26 01:25:16.091570,29.38,approved,44
424,7132,2025-12-25 15:17:16.091571,38.3,approved,47
425,2870,2026-01-16 06:37:16.091573,0.91,approved,10
426,8643,2026-01-22 06:27:16.091574,41.23,approved,41
427,4121,2026-02-06 05:07:16.091576,23.51,approved,3
428,3527,2025-12-26 12:00:16.091577,23.43,approved,10
429,2937,2026-02-22 22:29:16.091578,22.0,approved,49
430,2209,2026-01-27 09:05:16.091580,34.75,approved,15
431,5520,2026-01-04 19:51:16.091581,10.87,approved,24
432,5354,2026-01-29 04:33:16.091583,30.53,approved,10
433,3019,2026-02-03 09:22:16.091584,2.68,rejected,21
434,9971,2025-12-25 23:08:16.091587,40.66,approved,46
435,9241,2026-01-18 12:13:16.091588,40.86,approved,48
436,933,2025-12-26 12:30:16.091590,15.94,approved,38
437,6909,2026-02-11 05:41:16.091591,5.72,approved,39
438,9216,2026-02-12 17:35:16.091593,37.51,approved,42
439,5578,2026-01-07 23:15:16.091594,23.78,approved,28
440,4462,2026-02-10 10:05:16.091596,46.29,approved,41
441,4232,2025-12-22 23:46:16.091597,18.0,rejected,2
442,4684,2025-12-29 13:59:16.091598,42.15,rejected,41
443,1972,2026-01-13 21:53:16.091600,1.75,rejected,4
444,9059,2026-02-14 00:30:16.091601,38.75,approved,43
445,1594,2026-02-11 05:17:16.091603,34.07,approved,49
446,7610,2026-01-23 20:44:16.091604,26.55,approved,3
447,1048,2026-02-18 05:24:16.091606,45.57,approved,32
448,9116,2026-01-21 06:12:16.091656,47.13,approved,47
449,2339,2026-01-30 03:21:16.091658,46.52,rejected,34
450,1255,2026-01-17 01:11:16.091659,30.09,approved,16
451,6947,2026-01-29 12:33:16.091661,26.21,approved,4
452,2124,2026-01-09 23:55:16.091662,13.81,approved,18
453,6710,2026-01-19 02:24:16.091664,8.52,approved,28
454,9870,2026-02-04 16:04:16.091665,28.08,approved,42
455,3584,2026-01-01 13:39:16.091666,7.85,approved,6
456,9552,2026-01-29 14:35:16.091668,9.02,approved,43
457,9099,2026-02-05 18:31:16.091669,18.16,approved,42
458,1120,2026-02-12 04:02:16.091673,9.74,approved,1
459,9863,2025-12-25 01:23:16.091675,25.34,approved,16
460,6221,2026-02-06 01:28:16.091676,33.36,approved,37
461,3548,2026-01-26 11:10:16.091678,35.05,approved,9
462,8721,2026-02-19 10:13:16.091679,26.87,rejected,17
463,9398,2026-02-19 19:42:16.091681,26.33,approved,36
